dialogueId,utteranceNo,authorRole,utterances,Marker1,Marker2,Cause1,Cause2
3301,14,counselor,"Oh, I am socked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ","Oh, I am shocked that your friend is helping him but don't worry we are here to help you. Would you tell me that for how long you are facing this issue?   ",,,
3301,15,victim,I am facing this trauma for the last month.,I am facing this trauma for the last month.,,,
3301,16,counselor,Have you report against him on FB messenger and the vedio on Youtube as well?,Have you report against him on FB messenger and the vedio on Youtube as well?,,,
3301,17,victim,"Yes, I have blocked him but he is using multiple ids to do this stupidity? ",I have blocked him,,he is using multiple ids to do this stupidity? ,
3301,18,counselor,"Thanks for your believe on us. What we have discussed so far is an instance of online harassment which is an offense under 354A of IPC through the Criminal Law (Amendment) Act, 2013. You can report this to every social media platform, Cyber Cell and/or National Commission for Women and/or Ministry of Women and Child Development. ",What we have discussed so far is an instance of online harassment,,,
3301,19,victim,"Here at NCW, I am prepared to file a complaint. ",,,,
3301,20,counselor,I appreciate your choice. Would you file online or offline complaint?,,,,
3301,21,victim,I support an online complaint mechanism is good.,,,,
3301,22,counselor,"It's great to choose an online option. You can log on to http://ncwapps.nic.in/onlinecomplaintsv2/ and click on the ""Complaint Registration"" tab and then ""Ok"" to proceed further. ",,,,
3301,23,victim,Should I expect some more steps over here?,,,,
3301,24,counselor,"To look up for full detail, you may follow this to log on to http://ncwapps.nic.in/onlinecomplaintsv2/ and Click on ""Complaint Registration"" ""Ok"" and fill in all the details of yours and about the accused and click to ""Submit"". ",,,,
3301,25,victim,How does the National Commission for Women receive complaints?,,,,
3301,26,counselor,"A person intending to file a complaint before the National Commission for women may do so by making a complaint on the official website of the Commission http://ncw.nic.in or http://ncwapps.nic.in under the section of 'register online complaints'. One can also send a written application containing all the important details (along with supporting documents, if any) through post or by hand. ",,,,
3301,27,victim,Could you please share any helpline numbers for further assistance?,,,,
3301,28,counselor,"For any kind of queries please dial - 011-26944880, 26944883. ",,,,
3301,29,victim,You are really helpful Rakshak. See you soon. Bye.,,,,
3301,30,counselor,We feel happy to work with such kind of person. Thanks to join us at Rakshak.,,,,
3302,0,counselor,Welcome you here at Rakshak. Please tell me how can I help you?,,,,
3302,1,victim,"Please help, my prestige is at stake. ","Please help, my prestige is at stake. ",,,
3302,2,counselor,We are here to help you by all the way. Would you please share that with whom I am interacting?,We are here to help you by all the way,,,
3302,3,victim,I am a girl and I am not feeling comfortable sharing my identity. Would you please assure my privacy?,,,,
3302,4,counselor,This site is a secure platform where we keep the information secure and confidential. So you can share your information without having any doubt in your mind.,,,,
3302,5,victim,Thanks for your privacy concern. I think I can trust your security layers. I am <person_name> and I am just of <person_age>.,,,,
3302,6,counselor,"Hi <person_name>, we are pleased that you are showing your trust on us. Would you please explain your issue in detail to assist you in a better way? ",please explain your issue in detail ,,,
3302,7,victim,I am a Youtuber and always keep posting my stylish videos on my youtube page but a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,,,a rascal is continuously putting vulgar comments on my video and asking for my number to contact me.,
3302,8,counselor,"Oh, please calm down. We will help you by every possible way. Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ","Oh, please calm down. We will help you by every possible way.",,Would you tell me which kind of vulgar comments he is posting I mean how that comments harm your credential? ,
3302,9,victim,He is writing so erotic text like my ups and down curves of my body and my figure size and many more. He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.,,,He is writing so erotic text like my ups and down curves of my body and my figure size and many more.,He has put me in shame and my parents have also banned me from outings and using social media only because of that rascal.
3302,10,counselor,"Sorry to hear this, how can he do this to you? Would you tell me who is he and why he is doing this to you? ","Sorry to hear this, how can he do this to you?",why he is doing this to you? ,,
3302,11,victim,I don't know him personally. But he says that he is my fan but he seems me a psycho womanizer., he seems me a psycho womanizer.,,,
3302,12,counselor,Please don't be worried. We will solve the problem very soon. Would you tell me through with medium he contacted you I mean messages you?,Please don't be worried. We will solve the problem very soon.,,Would you tell me through with medium he contacted you I mean messages you?,
3302,13,victim,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,,,That bastard is sending me text messages and erotic pics in my messenger inbox and trying to find my number through my friends.,
